User_ID  ,Họ_Tên               ,Giới_Tính ,Ngày_Sinh  ,Số_Điện_Thoại ,Email                         ,Địa_Chỉ          ,Thành_Phố               ,Nghề_Nghiệp
USR00151 ,Quý cô Bảo Hoàng     ,Nữ        ,07/09/1962 ,   0922908661 ,quycobaohoang26@gmail.com     ,1 Nguyễn Hẻm     ,JohnThành phố           ,Chuyên viên tín dụng
USR00152 ,Quý ông Quang Trần   ,Nam       ,20/01/2001 ,   0987622350 ,quyongquangtran77@gmail.com   ,245 Jane Khu     ,Quận JaneQuận           ,Kỹ sư sản xuất
USR00153 ,Quý cô Lan Dương     ,Nữ        ,02/04/1961 ,   0865158362 ,quycolanduong69@gmail.com     ,1 Jane Số        ,Quận JohnXã             ,Luật sư
USR00154 ,Vi Phạm              ,Nữ        ,04/06/1972 ,   0556221635 ,vipham97@gmail.com            ,0 Mai Số         ,JaneThành phố           ,Nhân viên lễ tân
USR00155 ,An Phạm              ,Nữ        ,31/12/1969 ,   0965210198 ,anpham44@gmail.com            ,33 Mai Ngõ       ,JanePhường              ,Dược sĩ
USR00156 ,Vân Bùi              ,Nữ        ,30/10/1962 ,   0355942428 ,vanbui72@gmail.com            ,729 John Số      ,JohnThành phố           ,Giáo viên
USR00157 ,Trung Tấn Dương      ,Nam       ,16/11/1973 ,   0981577518 ,trungtanduong30@gmail.com     ,06 Jane Khu      ,JaneQuận                ,Thực tập sinh giáo dục
USR00158 ,Hạnh Lê              ,Nữ        ,13/04/1973 ,   0345285357 ,hanhle32@gmail.com            ,398 John Tổ      ,Quận JaneThành phố      ,Kỹ sư phần mềm
USR00159 ,Bà Lan Nguyễn        ,Nữ        ,21/09/1961 ,   0330006802 ,balannguyen96@gmail.com       ,3 Jane Đường     ,Thị xã JaneQuận         ,Dược sĩ
USR00160 ,Phúc Tấn Mai         ,Nam       ,27/01/2006 ,   0836887418 ,phuctanmai57@gmail.com        ,54 Đặng Dãy      ,Quận JanePhường         ,Lập trình viên
USR00161 ,Nhật Vũ              ,Nữ        ,28/04/1995 ,   0893348491 ,nhatvu65@gmail.com            ,9 John Tổ        ,JohnHuyện               ,Nhân viên nhà hàng
USR00162 ,Chị Ánh Hoàng        ,Nữ        ,08/01/1962 ,   0750523665 ,chianhhoang12@gmail.com       ,16 Jane Ngõ      ,JohnQuận                ,Thư ký pháp lý
USR00163 ,Bà Nhật Trần         ,Nữ        ,22/05/1984 ,   0336134969 ,banhattran36@gmail.com        ,8 Dương Đường    ,JohnXã                  ,Quản lý sản xuất
USR00164 ,Quý cô Hồng Đặng     ,Nữ        ,22/06/1999 ,   0935735022 ,quycohongđang81@gmail.com     ,08 Jane Hẻm      ,Thị xã JohnThị xã       ,Nhà phân tích dữ liệu
USR00165 ,Bà Mai Trần          ,Nữ        ,16/02/1960 ,   0377372219 ,bamaitran45@gmail.com         ,811 Đặng Đường   ,JohnHuyện               ,Thư ký pháp lý
USR00166 ,Lâm Đức Đặng         ,Nam       ,18/07/1964 ,   0950425104 ,lamđucđang43@gmail.com        ,0 Mai Đường      ,JaneQuận                ,Trưởng phòng kinh doanh
USR00167 ,Chị Kim Nguyễn       ,Nữ        ,28/07/2005 ,   0918881946 ,chikimnguyen47@gmail.com      ,7 Vũ Ngõ         ,Quận JaneXã             ,Chuyên viên tín dụng
USR00168 ,Yến Nguyễn           ,Nữ        ,13/03/1995 ,   0376259262 ,yennguyen83@gmail.com         ,176 Nguyễn Ngõ   ,Huyện JohnPhường        ,Bác sĩ
USR00169 ,Xuân Trần            ,Nữ        ,29/08/1979 ,   0371256512 ,xuantran55@gmail.com          ,98 Vũ Ngõ        ,Huyện JaneXã            ,Kiến trúc sư
USR00170 ,Ánh Phạm             ,Nữ        ,24/02/2007 ,   0559133478 ,anhpham73@gmail.com           ,024 John Khu     ,JaneXã                  ,Chuyên viên phân tích thị trường
USR00171 ,Bà Hạnh Lê           ,Nữ        ,16/09/1976 ,   0576502469 ,bahanhle89@gmail.com          ,38 John Ngõ      ,JohnPhường              ,Chuyên viên tín dụng
USR00172 ,An Vũ                ,Nữ        ,23/12/1961 ,   0310326288 ,anvu78@gmail.com              ,2 Trần Hẻm       ,JaneThị xã              ,Nhân viên khách sạn
USR00173 ,Thành Phú Lê         ,Nam       ,20/05/1969 ,   0738418754 ,thanhphule26@gmail.com        ,3 Lê Khu         ,Thành phố JaneThành phố ,Kiểm toán
USR00174 ,Quý cô Thảo Dương    ,Nữ        ,15/12/1998 ,   0765094523 ,quycothaoduong39@gmail.com    ,724 Jane Khu     ,JohnHuyện               ,Chuyên viên tín dụng
USR00175 ,Thảo Lê              ,Nữ        ,03/01/1995 ,   0974329452 ,thaole42@gmail.com            ,689 Jane Số      ,JaneQuận                ,Y tá
USR00176 ,Bác Tùng Vũ          ,Nam       ,22/07/1970 ,   0847489208 ,bactungvu84@gmail.com         ,3 Jane Số        ,Thành phố JohnPhường    ,UX/UI Designer
USR00177 ,Lâm Văn Đặng         ,Nam       ,24/10/1973 ,   0918033670 ,lamvanđang99@gmail.com        ,589 Phạm Tổ      ,Quận JaneThị xã         ,DevOps Engineer
USR00178 ,Minh Đặng            ,Nam       ,25/07/2004 ,   0383521661 ,minhđang31@gmail.com          ,1 Jane Ngõ       ,Quận JaneXã             ,Biên dịch viên
USR00179 ,Cô Yến Nguyễn        ,Nữ        ,30/01/1973 ,   0333225981 ,coyennguyen51@gmail.com       ,31 Hoàng Số      ,JohnHuyện               ,Thực Tập
USR00180 ,Phương Dương         ,Nữ        ,13/07/1971 ,   0737626317 ,phuongduong49@gmail.com       ,3 John Hẻm       ,Huyện JohnHuyện         ,Nhân viên hành chính
USR00181 ,Khoa Phạm            ,Nữ        ,22/01/1974 ,   0350682760 ,khoapham52@gmail.com          ,8 John Hẻm       ,Thành phố JaneXã        ,Nhà tư vấn tài chính
USR00182 ,Nam Quang Vũ         ,Nam       ,26/07/1978 ,   0560542126 ,namquangvu84@gmail.com        ,74 John Khu      ,Quận JohnThành phố      ,Biên dịch viên
USR00183 ,Quý cô Nhật Bùi      ,Nữ        ,01/03/1961 ,   0993709346 ,quyconhatbui89@gmail.com      ,521 John Làng    ,JaneQuận                ,Kỹ sư sản xuất
USR00184 ,Cô Ngọc Phạm         ,Nữ        ,16/07/2000 ,   0358039615 ,congocpham74@gmail.com        ,8 Phạm Tổ        ,JanePhường              ,Giảng viên
USR00185 ,Ông Trung Phạm       ,Nam       ,08/11/2003 ,   0543139158 ,ongtrungpham47@gmail.com      ,144 Mai Khu      ,JohnThành phố           ,Giám đốc kinh doanh
USR00186 ,Minh Trần            ,Nam       ,20/07/1981 ,   0756050148 ,minhtran39@gmail.com          ,7 Jane Tổ        ,Quận JaneXã             ,Kỹ sư sản xuất
USR00187 ,Quang Hoàng Đặng     ,Nam       ,28/05/1968 ,   0967268259 ,quanghoangđang53@gmail.com    ,132 Jane Dãy     ,Thị xã JaneThị xã       ,Biên dịch viên
USR00188 ,Quý cô Hồng Vũ       ,Nữ        ,22/01/1985 ,   0952147770 ,quycohongvu61@gmail.com       ,9 Dương Dãy      ,Quận JaneXã             ,Chuyên viên bán hàng trực tuyến
USR00189 ,Anh Hưng Hoàng       ,Nam       ,28/09/1989 ,   0835818872 ,anhhunghoang17@gmail.com      ,484 John Số      ,JohnPhường              ,Chuyên viên bảo mật
USR00190 ,Quý cô Duyên Phạm    ,Nữ        ,07/03/1960 ,   0926283842 ,quycoduyenpham70@gmail.com    ,58 Trần Làng     ,JohnXã                  ,Nhân viên hành chính
USR00191 ,Vân Trần             ,Nữ        ,27/04/2001 ,   0734860913 ,vantran61@gmail.com           ,89 John Khu      ,JohnXã                  ,Nhà báo
USR00192 ,Bà Linh Hoàng        ,Nữ        ,29/03/2006 ,   0997036428 ,balinhhoang70@gmail.com       ,619 Phạm Đường   ,Quận JohnPhường         ,Tư vấn khách hàng
USR00193 ,Châu Bảo Dương       ,Nam       ,02/10/1996 ,   0947003821 ,chaubaoduong34@gmail.com      ,6 John Số        ,Quận JaneThị xã         ,Thực tập sinh giáo dục
USR00194 ,Quý cô Kim Mai       ,Nữ        ,15/12/2003 ,   0841912713 ,quycokimmai47@gmail.com       ,6 Lê Làng        ,Quận JaneXã             ,Nghệ sĩ
USR00195 ,Vân Đặng             ,Nữ        ,26/05/1983 ,   0518780124 ,vanđang60@gmail.com           ,20 John Tổ       ,JaneXã                  ,Chuyên viên bán hàng trực tuyến
USR00196 ,Chị Vân Lê           ,Nữ        ,31/08/1971 ,   0543803563 ,chivanle86@gmail.com          ,235 Jane Hẻm     ,Thị xã JaneThị xã       ,Nhà báo
USR00197 ,Anh Đức Bùi          ,Nam       ,14/09/1967 ,   0582477638 ,anhđucbui28@gmail.com         ,99 John Tổ       ,JaneThành phố           ,Chuyên viên phân tích thị trường
USR00198 ,Huy Hoàng            ,Nam       ,19/12/1974 ,   0895407948 ,huyhoang93@gmail.com          ,4 Nguyễn Ngõ     ,Quận JohnHuyện          ,Biên dịch viên
USR00199 ,Ông Nam Phạm         ,Nam       ,23/06/1983 ,   0948253711 ,ongnampham15@gmail.com        ,322 Jane Đường   ,JaneXã                  ,Biên dịch viên
USR00200 ,Quý ông Quang Hoàng  ,Nam       ,05/02/1977 ,   0548743129 ,quyongquanghoang51@gmail.com  ,50 Jane Dãy      ,Thành phố JanePhường    ,Chuyên viên phân tích thị trường
USR00201 ,Yến Vũ               ,Nữ        ,23/09/1979 ,   0578830912 ,yenvu59@gmail.com             ,452 John Đường   ,Quận JaneThị xã         ,Nhân viên hành chính
USR00202 ,Nhật Lê              ,Nữ        ,23/02/1970 ,   0933343859 ,nhatle57@gmail.com            ,3 Phạm Đường     ,JohnPhường              ,Kế toán
USR00203 ,Nhiên Lê             ,Nam       ,22/05/2003 ,   0338531210 ,nhienle23@gmail.com           ,79 Phạm Ngõ      ,Huyện JaneThị xã        ,Giáo viên
USR00204 ,Nhật Đức Vũ          ,Nam       ,24/11/1968 ,   0841547607 ,nhatđucvu84@gmail.com         ,8 Nguyễn Đường   ,Huyện JanePhường        ,Chuyên viên nhân sự
USR00205 ,Hoàng Phạm           ,Nam       ,20/02/1987 ,   0536329314 ,hoangpham72@gmail.com         ,67 Đặng Tổ       ,Huyện JohnThành phố     ,Kế toán
USR00206 ,An Hoàng Dương       ,Nam       ,23/10/2001 ,   0832386779 ,anhoangduong63@gmail.com      ,304 John Dãy     ,Quận JaneThị xã         ,Chuyên viên bán hàng trực tuyến
USR00207 ,Chị Nhật Phạm        ,Nữ        ,17/08/1960 ,   0716282851 ,chinhatpham71@gmail.com       ,3 Nguyễn Ngõ     ,Quận JohnThành phố      ,Nhà phân tích dữ liệu
USR00208 ,Bảo Dương            ,Nữ        ,17/03/2002 ,   0553255320 ,baoduong32@gmail.com          ,87 John Làng     ,Quận JaneHuyện          ,Digital Marketer
USR00209 ,Tú Đặng              ,Nam       ,11/10/1966 ,   0788552723 ,tuđang58@gmail.com            ,2 Lê Đường       ,JaneHuyện               ,Nhân viên ngân hàng
USR00210 ,Tùng Lê              ,Nam       ,08/12/1994 ,   0860346849 ,tungle69@gmail.com            ,459 Jane Số      ,JohnPhường              ,Kỹ sư giám sát
USR00211 ,Ông Nhiên Bùi        ,Nam       ,27/06/1988 ,   0843051028 ,ongnhienbui95@gmail.com       ,020 Dương Dãy    ,JohnQuận                ,Dược sĩ
USR00212 ,Bảo Mai Bảo Lê       ,Nam       ,18/11/1965 ,   0333020385 ,baomaibaole65@gmail.com       ,134 John Số      ,Thị xã JohnQuận         ,Chuyên viên tư vấn tuyển sinh
USR00213 ,Trung Hữu Nguyễn     ,Nam       ,06/07/1981 ,   0588270744 ,trunghuunguyen80@gmail.com    ,231 John Ngõ     ,Quận JaneQuận           ,Kỹ sư xây dựng
USR00214 ,Hoàng Đức Lê         ,Nam       ,27/06/2002 ,   0838879078 ,hoangđucle62@gmail.com        ,9 Trần Đường     ,JohnThành phố           ,Chuyên viên bán hàng trực tuyến
USR00215 ,Quý cô Thành Nguyễn  ,Nữ        ,15/09/1972 ,   0359802453 ,quycothanhnguyen10@gmail.com  ,2 John Tổ        ,JohnXã                  ,Nhân viên nhà hàng
USR00216 ,Chị Lan Mai          ,Nữ        ,15/07/1997 ,   0586836136 ,chilanmai72@gmail.com         ,335 Đặng Hẻm     ,Quận JaneQuận           ,Kế toán
USR00217 ,Bà Yến Trần          ,Nữ        ,04/05/1995 ,   0948462253 ,bayentran23@gmail.com         ,3 John Đường     ,Quận JohnThị xã         ,Bác sĩ
USR00218 ,Quang Vũ             ,Nam       ,09/03/1980 ,   0780243792 ,quangvu94@gmail.com           ,27 Jane Đường    ,Thị xã JanePhường       ,Nhân viên lễ tân
USR00219 ,Cô Ánh Hoàng         ,Nữ        ,26/11/1997 ,   0523456154 ,coanhhoang24@gmail.com        ,867 Jane Làng    ,JohnXã                  ,Nhân viên kinh doanh
USR00220 ,Quang Hữu Nguyễn     ,Nam       ,29/06/1974 ,   0810859799 ,quanghuunguyen86@gmail.com    ,190 John Hẻm     ,Huyện JohnPhường        ,Nhân viên hành chính
USR00221 ,Xuân Trần            ,Nữ        ,01/06/2006 ,   0358070461 ,xuantran61@gmail.com          ,021 Jane Ngõ     ,JanePhường              ,Lập trình viên
USR00222 ,Huy Nguyễn           ,Nam       ,04/09/1985 ,   0798384124 ,huynguyen49@gmail.com         ,97 Mai Đường     ,JaneThị xã              ,Kỹ sư nông nghiệp
USR00223 ,Khoa Phạm            ,Nữ        ,25/08/1991 ,   0713002388 ,khoapham98@gmail.com          ,99 Dương Khu     ,Thành phố JohnThị xã    ,Kỹ sư xây dựng
USR00224 ,Quý ông Hoàng Mai    ,Nam       ,29/06/1971 ,   0520963611 ,quyonghoangmai90@gmail.com    ,8 John Làng      ,Huyện JohnXã            ,Nhân viên khách sạn
USR00225 ,Bác Tùng Mai         ,Nam       ,13/12/1959 ,   0546718685 ,bactungmai92@gmail.com        ,045 Bùi Làng     ,JanePhường              ,Nhân viên nhà hàng
USR00226 ,Hạnh Lê              ,Nữ        ,22/07/2006 ,   0815233754 ,hanhle68@gmail.com            ,3 Nguyễn Khu     ,Thị xã JohnQuận         ,Điều Dưỡng
USR00227 ,Quý cô Duyên Đặng    ,Nữ        ,29/04/1969 ,   0971998479 ,quycoduyenđang11@gmail.com    ,574 Bùi Dãy      ,JohnHuyện               ,Bác sĩ
USR00228 ,Phúc Văn Dương       ,Nam       ,25/09/1986 ,   0869456520 ,phucvanduong47@gmail.com      ,61 Vũ Đường      ,JohnPhường              ,Thư ký pháp lý
USR00229 ,Quý ông Anh Đặng     ,Nam       ,25/12/1967 ,   0995390937 ,quyonganhđang20@gmail.com     ,655 Mai Khu      ,Huyện JaneThành phố     ,Nhà báo
USR00230 ,Tùng Nguyễn          ,Nam       ,18/12/1973 ,   0896488825 ,tungnguyen45@gmail.com        ,55 Bùi Làng      ,Quận JaneXã             ,UX/UI Designer
USR00231 ,Quý cô Bảo Phạm      ,Nữ        ,20/10/1969 ,   0780540213 ,quycobaopham67@gmail.com      ,201 Jane Làng    ,JohnQuận                ,Nhân viên hành chính
USR00232 ,Thảo Dương           ,Nữ        ,01/01/1967 ,   0527250831 ,thaoduong70@gmail.com         ,835 Jane Số      ,JohnXã                  ,Y tá
USR00233 ,Mai Bùi              ,Nữ        ,24/07/1998 ,   0511936046 ,maibui22@gmail.com            ,56 John Số       ,Thành phố JohnThành phố ,Luật sư
USR00234 ,Yến Phạm             ,Nữ        ,03/04/1998 ,   0396454668 ,yenpham39@gmail.com           ,692 John Hẻm     ,JohnThị xã              ,Thực Tập
USR00235 ,An Bùi               ,Nữ        ,14/02/2003 ,   0711909465 ,anbui81@gmail.com             ,93 Jane Làng     ,JohnThành phố           ,Kỹ sư giám sát
USR00236 ,Kim Hải Mai          ,Nam       ,08/04/2005 ,   0768029143 ,kimhaimai35@gmail.com         ,00 Lê Số         ,JohnHuyện               ,Kỹ sư sản xuất
USR00237 ,Bảo Mai Bảo Phạm     ,Nam       ,24/12/1969 ,   0570950924 ,baomaibaopham56@gmail.com     ,3 Lê Làng        ,JaneQuận                ,Kiểm toán
USR00238 ,Dũng Nguyễn          ,Nam       ,08/02/1968 ,   0538514174 ,dungnguyen33@gmail.com        ,35 Phạm Làng     ,Thị xã JohnThị xã       ,Nhân viên nhà hàng
USR00239 ,Ngọc Nguyễn          ,Nữ        ,10/02/1967 ,   0718986787 ,ngocnguyen53@gmail.com        ,87 Nguyễn Ngõ    ,Thị xã JohnHuyện        ,DevOps Engineer
USR00240 ,Hưng Nguyễn          ,Nam       ,07/10/2004 ,   0952790862 ,hungnguyen86@gmail.com        ,0 Bùi Khu        ,JohnHuyện               ,Chuyên viên tư vấn tuyển sinh
USR00241 ,Bà Chi Lê            ,Nữ        ,01/01/1965 ,   0981777305 ,bachile83@gmail.com           ,930 Lê Làng      ,Quận JaneQuận           ,Nhân viên ngân hàng
USR00242 ,Nhiên Bảo Vũ         ,Nam       ,08/04/1982 ,   0819264172 ,nhienbaovu47@gmail.com        ,6 Vũ Ngõ         ,JohnQuận                ,Nhân viên lễ tân
USR00243 ,Quý ông Vũ Bùi       ,Nam       ,26/11/2005 ,   0731296928 ,quyongvubui93@gmail.com       ,00 Dương Làng    ,JanePhường              ,Dược sĩ
USR00244 ,Hương Mai            ,Nữ        ,23/09/1978 ,   0351667539 ,huongmai50@gmail.com          ,36 Mai Đường     ,JohnPhường              ,Project Manager
USR00245 ,Hải Xuân Dương       ,Nam       ,10/01/1974 ,   0823666294 ,haixuanduong11@gmail.com      ,840 Đặng Dãy     ,JohnXã                  ,Chuyên viên nhân sự
USR00246 ,Hạnh Dương           ,Nữ        ,22/08/1995 ,   0755527809 ,hanhduong47@gmail.com         ,9 Vũ Làng        ,Quận JohnXã             ,Thực Tập
USR00247 ,Thành Văn Nguyễn     ,Nam       ,26/10/1989 ,   0728378578 ,thanhvannguyen85@gmail.com    ,4 Dương Làng     ,Huyện JaneHuyện         ,Nhân viên hành chính
USR00248 ,Bác Quang Nguyễn     ,Nam       ,16/12/1963 ,   0970979841 ,bacquangnguyen82@gmail.com    ,285 Trần Tổ      ,JanePhường              ,Chuyên viên tư vấn tuyển sinh
USR00249 ,An Hữu Nguyễn        ,Nam       ,08/08/1979 ,   0738583933 ,anhuunguyen80@gmail.com       ,403 John Dãy     ,JohnXã                  ,Kỹ sư sản xuất
USR00250 ,Thành Thế Phạm       ,Nam       ,27/09/1994 ,   0369758543 ,thanhthepham87@gmail.com      ,884 John Khu     ,JohnHuyện               ,Trưởng phòng kinh doanh
USR00251 ,Kim Phú Nguyễn       ,Nam       ,26/09/1993 ,   0825240773 ,kimphunguyen30@gmail.com      ,454 Jane Tổ      ,Thành phố JohnQuận      ,Thực tập sinh giáo dục
USR00252 ,Thành Lê             ,Nữ        ,03/06/1989 ,   0319090210 ,thanhle14@gmail.com           ,1 Mai Dãy        ,JaneQuận                ,Kỹ sư sản xuất
USR00253 ,Bà Phương Lê         ,Nữ        ,04/04/1963 ,   0835672162 ,baphuongle53@gmail.com        ,7 Đặng Làng      ,JohnThành phố           ,Kỹ sư nông nghiệp
USR00254 ,Quý ông Hoàng Hoàng  ,Nam       ,03/07/1961 ,   0750887884 ,quyonghoanghoang15@gmail.com  ,52 Lê Dãy        ,Huyện JaneThị xã        ,Kiến trúc sư phần mềm
USR00255 ,Chị Vi Mai           ,Nữ        ,26/08/1969 ,   0818604207 ,chivimai64@gmail.com          ,1 Đặng Làng      ,Huyện JohnThành phố     ,Nhân viên ngân hàng
USR00256 ,Dũng Văn Vũ          ,Nam       ,06/01/1991 ,   0560211850 ,dungvanvu39@gmail.com         ,37 Jane Tổ       ,Thành phố JanePhường    ,Chuyên viên tư vấn tuyển sinh
USR00257 ,Quý ông Phúc Nguyễn  ,Nam       ,01/02/2007 ,   0345018236 ,quyongphucnguyen25@gmail.com  ,539 Mai Dãy      ,Thị xã JaneHuyện        ,Trưởng phòng kinh doanh
USR00258 ,Quý cô Lâm Nguyễn    ,Nữ        ,25/12/1963 ,   0772709364 ,quycolamnguyen11@gmail.com    ,667 Phạm Làng    ,JaneXã                  ,Chuyên viên phân tích thị trường
USR00259 ,Trọng Dương          ,Nam       ,18/06/1962 ,   0515984674 ,trongduong13@gmail.com        ,02 Jane Dãy      ,JaneHuyện               ,Giảng viên
USR00260 ,Anh Nguyễn           ,Nam       ,02/11/1965 ,   0588858613 ,anhnguyen33@gmail.com         ,99 Bùi Khu       ,Quận JanePhường         ,Kỹ sư giám sát
USR00261 ,Dương Bùi            ,Nữ        ,09/07/1981 ,   0737506550 ,duongbui82@gmail.com          ,0 John Ngõ       ,Thị xã JaneThị xã       ,Luật sư
USR00262 ,Trung Phạm           ,Nam       ,09/11/1974 ,   0926917619 ,trungpham96@gmail.com         ,4 John Số        ,Huyện JaneHuyện         ,Luật sư
USR00263 ,Quang Bùi            ,Nam       ,26/02/1971 ,   0750742183 ,quangbui54@gmail.com          ,340 John Đường   ,JaneQuận                ,Dược sĩ
USR00264 ,Phương Lê            ,Nữ        ,04/09/2002 ,   0598084739 ,phuongle94@gmail.com          ,94 Mai Khu       ,JohnThành phố           ,Nghệ sĩ
USR00265 ,Hoàng Dương          ,Nam       ,27/11/1966 ,   0925028644 ,hoangduong30@gmail.com        ,064 Jane Số      ,JohnThành phố           ,Giáo viên
USR00266 ,Khoa Bùi             ,Nữ        ,31/03/2004 ,   0778140337 ,khoabui50@gmail.com           ,84 John Số       ,Thành phố JaneThị xã    ,Y tá
USR00267 ,Huy Lê               ,Nam       ,22/12/1995 ,   0366765317 ,huyle73@gmail.com             ,6 John Số        ,Thành phố JaneThị xã    ,Biên dịch viên
USR00268 ,Quý ông Tú Hoàng     ,Nam       ,29/01/2000 ,   0872261483 ,quyongtuhoang99@gmail.com     ,451 Jane Hẻm     ,JaneHuyện               ,Biên dịch viên
USR00269 ,Thành Phạm           ,Nữ        ,10/01/1977 ,   0932321859 ,thanhpham24@gmail.com         ,960 John Làng    ,Quận JaneQuận           ,Marketing Manager
USR00270 ,Quý cô Dương Trần    ,Nữ        ,14/01/1990 ,   0712108155 ,quycoduongtran68@gmail.com    ,7 Dương Khu      ,JohnQuận                ,Chuyên viên tư vấn tuyển sinh
USR00271 ,Hải Xuân Vũ          ,Nam       ,02/10/1994 ,   0571222705 ,haixuanvu55@gmail.com         ,566 Nguyễn Số    ,Thành phố JohnHuyện     ,Project Manager
USR00272 ,Yến Hoàng            ,Nữ        ,13/03/1966 ,   0365098587 ,yenhoang95@gmail.com          ,82 Trần Khu      ,Thành phố JohnHuyện     ,Nông dân
USR00273 ,Bảo Lê               ,Nữ        ,25/09/1976 ,   0716552432 ,baole88@gmail.com             ,4 Jane Hẻm       ,Thành phố JohnThị xã    ,Kiến trúc sư
USR00274 ,Chị Kim Phạm         ,Nữ        ,08/10/1996 ,   0365906499 ,chikimpham62@gmail.com        ,023 Jane Đường   ,JohnXã                  ,Kiến trúc sư phần mềm
USR00275 ,Quý cô Hải Phạm      ,Nữ        ,25/02/1985 ,   0566614643 ,quycohaipham59@gmail.com      ,9 Dương Số       ,JohnXã                  ,Kiểm toán
USR00276 ,Quý cô Hồng Hoàng    ,Nữ        ,30/04/1960 ,   0797424280 ,quycohonghoang75@gmail.com    ,021 John Làng    ,JaneThị xã              ,Kỹ sư phần mềm
USR00277 ,Nhật Thị Bùi         ,Nam       ,24/12/1978 ,   0937204239 ,nhatthibui16@gmail.com        ,12 Phạm Hẻm      ,JaneThị xã              ,Luật sư
USR00278 ,Thành Bùi            ,Nữ        ,08/09/1998 ,   0761725030 ,thanhbui42@gmail.com          ,0 Lê Hẻm         ,JaneQuận                ,Luật sư
USR00279 ,Phương Phạm          ,Nữ        ,30/11/1988 ,   0528982896 ,phuongpham88@gmail.com        ,767 Lê Số        ,Thành phố JaneThị xã    ,Thực tập sinh giáo dục
USR00280 ,Nhật Quang Lê        ,Nam       ,10/03/2004 ,   0962520154 ,nhatquangle61@gmail.com       ,308 Vũ Dãy       ,JohnHuyện               ,Thực tập sinh giáo dục
USR00281 ,Nhật Nguyễn          ,Nữ        ,23/07/1981 ,   0571160829 ,nhatnguyen46@gmail.com        ,59 Jane Dãy      ,JohnThị xã              ,Nhà phân tích dữ liệu
USR00282 ,Hà Tấn Trần          ,Nam       ,13/10/1983 ,   0838516206 ,hatantran14@gmail.com         ,75 Jane Tổ       ,Thành phố JaneHuyện     ,Nhân viên khách sạn
USR00283 ,Cô Duyên Mai         ,Nữ        ,23/05/1981 ,   0827035190 ,coduyenmai58@gmail.com        ,237 Jane Dãy     ,Huyện JohnThị xã        ,Thực tập sinh giáo dục
USR00284 ,Phương Mai           ,Nữ        ,08/09/1962 ,   0515477701 ,phuongmai66@gmail.com         ,21 Jane Hẻm      ,Huyện JohnThành phố     ,Chuyên viên bảo mật
USR00285 ,Phương Bùi           ,Nữ        ,11/03/1973 ,   0341081433 ,phuongbui71@gmail.com         ,36 Phạm Làng     ,JohnQuận                ,Tester
USR00286 ,Nhật Trần            ,Nữ        ,30/06/1961 ,   0848680905 ,nhattran70@gmail.com          ,04 Phạm Tổ       ,JaneHuyện               ,Nhà tư vấn tài chính
USR00287 ,Trung Vũ             ,Nam       ,23/08/1994 ,   0963207009 ,trungvu84@gmail.com           ,95 Mai Ngõ       ,Quận JaneQuận           ,Nhân Viên Bán Hàng
USR00288 ,Nam Hoàng            ,Nam       ,25/01/1985 ,   0821346792 ,namhoang21@gmail.com          ,209 Dương Dãy    ,Quận JaneThành phố      ,Nhân Viên Bán Hàng
USR00289 ,Anh Bảo Mai          ,Nam       ,26/04/1976 ,   0516632868 ,anhbaomai77@gmail.com         ,094 Trần Làng    ,Quận JohnQuận           ,Nghệ sĩ
USR00290 ,Nhật Dương           ,Nữ        ,10/02/1995 ,   0347989126 ,nhatduong61@gmail.com         ,7 Nguyễn Đường   ,Thành phố JohnHuyện     ,Điều Dưỡng
USR00291 ,Nhật Bùi             ,Nữ        ,15/03/1975 ,   0944962091 ,nhatbui64@gmail.com           ,737 John Đường   ,JaneHuyện               ,Nhà báo
USR00292 ,Bà Chi Phạm          ,Nữ        ,29/09/1971 ,   0563642463 ,bachipham14@gmail.com         ,30 Jane Ngõ      ,JaneHuyện               ,Trưởng phòng kinh doanh
USR00293 ,Duyên Hoàng          ,Nữ        ,12/06/1998 ,   0554744620 ,duyenhoang42@gmail.com        ,826 John Đường   ,Quận JohnHuyện          ,Luật sư
USR00294 ,Tùng Vũ              ,Nam       ,21/03/1987 ,   0334382485 ,tungvu38@gmail.com            ,90 Jane Làng     ,JaneXã                  ,Dược sĩ
USR00295 ,Nhật Mai Lê          ,Nam       ,11/09/2007 ,   0544289471 ,nhatmaile61@gmail.com         ,56 Đặng Khu      ,Huyện JohnHuyện         ,Sales Representative
USR00296 ,Minh Hữu Mai         ,Nam       ,24/06/1974 ,   0891457060 ,minhhuumai46@gmail.com        ,00 Bùi Làng      ,Quận JaneThị xã         ,Marketing Manager
USR00297 ,Quang Hải Dương      ,Nam       ,08/12/1973 ,   0937155545 ,quanghaiduong32@gmail.com     ,165 Bùi Đường    ,Huyện JaneThành phố     ,Nhà tư vấn tài chính
USR00298 ,Phúc Mai Nguyễn      ,Nam       ,16/02/1983 ,   0858958506 ,phucmainguyen79@gmail.com     ,35 Lê Khu        ,Huyện JohnThành phố     ,Bác sĩ
USR00299 ,Phúc Mai Lê          ,Nam       ,02/02/1991 ,   0883884391 ,phucmaile92@gmail.com         ,7 John Hẻm       ,JaneThị xã              ,Chuyên viên bảo mật
USR00300 ,Huy Mai Bùi          ,Nam       ,26/05/1976 ,   0534690650 ,huymaibui97@gmail.com         ,64 Trần Đường    ,Thị xã JaneHuyện        ,Thư ký pháp lý
